[ 2014-11-22T08:42:09+08:00 ] /test/ | INFO: Tag[ app_begin ] --START--
[ 2014-11-22T10:30:12+08:00 ] /test/index.php/Getpwd/index | INFO: Tag[ route_check ] --START--
[ 2014-11-22T10:30:12+08:00 ] /test/index.php/Getpwd/index | INFO: Run CheckRoute Behavior [ RunTime:0.002468s ]
[ 2014-11-22T10:30:12+08:00 ] /test/index.php/Getpwd/index | INFO: Tag[ route_check ] --END-- [ RunTime:0.002725s ]
[ 2014-11-22T10:30:12+08:00 ] /test/index.php/Getpwd/index | INFO: Tag[ app_begin ] --START--
[ 2014-11-22T10:30:12+08:00 ] /test/index.php/Getpwd/index | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002017s ]
[ 2014-11-22T10:30:12+08:00 ] /test/index.php/Getpwd/index | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002166s ]
[ 2014-11-22T10:30:12+08:00 ] /test/index.php/Getpwd/index | INFO: Tag[ view_template ] --START--
[ 2014-11-22T10:30:12+08:00 ] /test/index.php/Getpwd/index | INFO: Run LocationTemplate Behavior [ RunTime:0.003659s ]
[ 2014-11-22T10:30:12+08:00 ] /test/index.php/Getpwd/index | INFO: Tag[ view_template ] --END-- [ RunTime:0.003819s ]
[ 2014-11-22T10:30:12+08:00 ] /test/index.php/Getpwd/index | INFO: Tag[ view_parse ] --START--
[ 2014-11-22T10:30:12+08:00 ] /test/index.php/Getpwd/index | INFO: Run ParseTemplate Behavior [ RunTime:0.027737s ]
[ 2014-11-22T10:30:12+08:00 ] /test/index.php/Getpwd/index | INFO: Tag[ view_parse ] --END-- [ RunTime:0.027906s ]
[ 2014-11-22T10:30:12+08:00 ] /test/index.php/Getpwd/index | INFO: Tag[ view_filter ] --START--
[ 2014-11-22T10:30:12+08:00 ] /test/index.php/Getpwd/index | INFO: Run ContentReplace Behavior [ RunTime:0.001003s ]
[ 2014-11-22T10:30:12+08:00 ] /test/index.php/Getpwd/index | INFO: Run TokenBuild Behavior [ RunTime:0.001048s ]
[ 2014-11-22T10:30:12+08:00 ] /test/index.php/Getpwd/index | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000691s ]
[ 2014-11-22T10:30:12+08:00 ] /test/index.php/Getpwd/index | INFO: Run ShowRuntime Behavior [ RunTime:0.001187s ]
[ 2014-11-22T10:30:12+08:00 ] /test/index.php/Getpwd/index | INFO: Tag[ view_filter ] --END-- [ RunTime:0.004276s ]
[ 2014-11-22T10:30:12+08:00 ] /test/index.php/Getpwd/index | INFO: Tag[ view_end ] --START--
[ 2014-11-22T10:30:12+08:00 ] /test/index.php/Getpwd/index | INFO: Run ShowPageTrace Behavior [ RunTime:0.001293s ]
[ 2014-11-22T10:30:12+08:00 ] /test/index.php/Getpwd/index | INFO: Tag[ view_end ] --END-- [ RunTime:0.001415s ]
[ 2014-11-22T10:47:03+08:00 ] /test/index.php/Getpwd/index | INFO: Tag[ route_check ] --START--
[ 2014-11-22T10:47:03+08:00 ] /test/index.php/Getpwd/index | INFO: Run CheckRoute Behavior [ RunTime:0.004743s ]
[ 2014-11-22T10:47:03+08:00 ] /test/index.php/Getpwd/index | INFO: Tag[ route_check ] --END-- [ RunTime:0.004995s ]
[ 2014-11-22T10:47:03+08:00 ] /test/index.php/Getpwd/index | INFO: Tag[ app_begin ] --START--
[ 2014-11-22T10:47:03+08:00 ] /test/index.php/Getpwd/index | INFO: Run ReadHtmlCache Behavior [ RunTime:0.003623s ]
[ 2014-11-22T10:47:03+08:00 ] /test/index.php/Getpwd/index | INFO: Tag[ app_begin ] --END-- [ RunTime:0.003770s ]
[ 2014-11-22T10:47:03+08:00 ] /test/index.php/Getpwd/index | INFO: Tag[ view_template ] --START--
[ 2014-11-22T10:47:03+08:00 ] /test/index.php/Getpwd/index | INFO: Run LocationTemplate Behavior [ RunTime:0.006676s ]
[ 2014-11-22T10:47:03+08:00 ] /test/index.php/Getpwd/index | INFO: Tag[ view_template ] --END-- [ RunTime:0.006853s ]
[ 2014-11-22T10:47:03+08:00 ] /test/index.php/Getpwd/index | INFO: Tag[ view_parse ] --START--
[ 2014-11-22T10:47:03+08:00 ] /test/index.php/Getpwd/index | INFO: Run ParseTemplate Behavior [ RunTime:0.033110s ]
[ 2014-11-22T10:47:03+08:00 ] /test/index.php/Getpwd/index | INFO: Tag[ view_parse ] --END-- [ RunTime:0.033372s ]
[ 2014-11-22T10:47:03+08:00 ] /test/index.php/Getpwd/index | INFO: Tag[ view_filter ] --START--
[ 2014-11-22T10:47:03+08:00 ] /test/index.php/Getpwd/index | INFO: Run ContentReplace Behavior [ RunTime:0.003393s ]
[ 2014-11-22T10:47:03+08:00 ] /test/index.php/Getpwd/index | INFO: Run TokenBuild Behavior [ RunTime:0.003100s ]
[ 2014-11-22T10:47:03+08:00 ] /test/index.php/Getpwd/index | INFO: Run WriteHtmlCache Behavior [ RunTime:0.002732s ]
[ 2014-11-22T10:47:03+08:00 ] /test/index.php/Getpwd/index | INFO: Run ShowRuntime Behavior [ RunTime:0.003184s ]
[ 2014-11-22T10:47:03+08:00 ] /test/index.php/Getpwd/index | INFO: Tag[ view_filter ] --END-- [ RunTime:0.012820s ]
[ 2014-11-22T10:47:03+08:00 ] /test/index.php/Getpwd/index | INFO: Tag[ view_end ] --START--
[ 2014-11-22T10:47:03+08:00 ] /test/index.php/Getpwd/index | INFO: Run ShowPageTrace Behavior [ RunTime:0.003233s ]
[ 2014-11-22T10:47:03+08:00 ] /test/index.php/Getpwd/index | INFO: Tag[ view_end ] --END-- [ RunTime:0.003371s ]
[ 2014-11-22T10:47:12+08:00 ] /test/index.php/Getpwd/index/ | INFO: Tag[ route_check ] --START--
[ 2014-11-22T10:47:12+08:00 ] /test/index.php/Getpwd/index/ | INFO: Run CheckRoute Behavior [ RunTime:0.002602s ]
[ 2014-11-22T10:47:12+08:00 ] /test/index.php/Getpwd/index/ | INFO: Tag[ route_check ] --END-- [ RunTime:0.002843s ]
[ 2014-11-22T10:47:12+08:00 ] /test/index.php/Getpwd/index/ | INFO: Tag[ app_begin ] --START--
[ 2014-11-22T10:47:12+08:00 ] /test/index.php/Getpwd/index/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001654s ]
[ 2014-11-22T10:47:12+08:00 ] /test/index.php/Getpwd/index/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001828s ]
[ 2014-11-22T10:47:12+08:00 ] /test/index.php/Getpwd/index/ | INFO: Tag[ view_template ] --START--
[ 2014-11-22T10:47:12+08:00 ] /test/index.php/Getpwd/index/ | INFO: Run LocationTemplate Behavior [ RunTime:0.004724s ]
[ 2014-11-22T10:47:12+08:00 ] /test/index.php/Getpwd/index/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.004880s ]
[ 2014-11-22T10:47:12+08:00 ] /test/index.php/Getpwd/index/ | INFO: Tag[ view_parse ] --START--
[ 2014-11-22T10:47:12+08:00 ] /test/index.php/Getpwd/index/ | INFO: Run ParseTemplate Behavior [ RunTime:0.024478s ]
[ 2014-11-22T10:47:12+08:00 ] /test/index.php/Getpwd/index/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.024662s ]
[ 2014-11-22T10:47:12+08:00 ] /test/index.php/Getpwd/index/ | INFO: Tag[ view_filter ] --START--
[ 2014-11-22T10:47:12+08:00 ] /test/index.php/Getpwd/index/ | INFO: Run ContentReplace Behavior [ RunTime:0.001129s ]
[ 2014-11-22T10:47:12+08:00 ] /test/index.php/Getpwd/index/ | INFO: Run TokenBuild Behavior [ RunTime:0.001205s ]
[ 2014-11-22T10:47:12+08:00 ] /test/index.php/Getpwd/index/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000791s ]
[ 2014-11-22T10:47:12+08:00 ] /test/index.php/Getpwd/index/ | INFO: Run ShowRuntime Behavior [ RunTime:0.001356s ]
[ 2014-11-22T10:47:12+08:00 ] /test/index.php/Getpwd/index/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.004872s ]
[ 2014-11-22T10:47:12+08:00 ] /test/index.php/Getpwd/index/ | INFO: Tag[ view_end ] --START--
[ 2014-11-22T10:47:12+08:00 ] /test/index.php/Getpwd/index/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.001443s ]
[ 2014-11-22T10:47:12+08:00 ] /test/index.php/Getpwd/index/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.001581s ]
[ 2014-11-22T10:47:35+08:00 ] /test/index.php/Getpwd/index/ | INFO: Tag[ route_check ] --START--
[ 2014-11-22T10:47:35+08:00 ] /test/index.php/Getpwd/index/ | INFO: Run CheckRoute Behavior [ RunTime:0.002493s ]
[ 2014-11-22T10:47:35+08:00 ] /test/index.php/Getpwd/index/ | INFO: Tag[ route_check ] --END-- [ RunTime:0.002731s ]
[ 2014-11-22T10:47:35+08:00 ] /test/index.php/Getpwd/index/ | INFO: Tag[ app_begin ] --START--
[ 2014-11-22T10:47:35+08:00 ] /test/index.php/Getpwd/index/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001735s ]
[ 2014-11-22T10:47:35+08:00 ] /test/index.php/Getpwd/index/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001875s ]
[ 2014-11-22T10:47:35+08:00 ] /test/index.php/Getpwd/index/ | INFO: Tag[ view_template ] --START--
[ 2014-11-22T10:47:35+08:00 ] /test/index.php/Getpwd/index/ | INFO: Run LocationTemplate Behavior [ RunTime:0.004040s ]
[ 2014-11-22T10:47:35+08:00 ] /test/index.php/Getpwd/index/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.004205s ]
[ 2014-11-22T10:47:35+08:00 ] /test/index.php/Getpwd/index/ | INFO: Tag[ view_parse ] --START--
[ 2014-11-22T10:47:35+08:00 ] /test/index.php/Getpwd/index/ | INFO: Run ParseTemplate Behavior [ RunTime:0.022735s ]
[ 2014-11-22T10:47:35+08:00 ] /test/index.php/Getpwd/index/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.022913s ]
[ 2014-11-22T10:47:35+08:00 ] /test/index.php/Getpwd/index/ | INFO: Tag[ view_filter ] --START--
[ 2014-11-22T10:47:35+08:00 ] /test/index.php/Getpwd/index/ | INFO: Run ContentReplace Behavior [ RunTime:0.001094s ]
[ 2014-11-22T10:47:35+08:00 ] /test/index.php/Getpwd/index/ | INFO: Run TokenBuild Behavior [ RunTime:0.001194s ]
[ 2014-11-22T10:47:35+08:00 ] /test/index.php/Getpwd/index/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000799s ]
[ 2014-11-22T10:47:35+08:00 ] /test/index.php/Getpwd/index/ | INFO: Run ShowRuntime Behavior [ RunTime:0.001439s ]
[ 2014-11-22T10:47:35+08:00 ] /test/index.php/Getpwd/index/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.004926s ]
[ 2014-11-22T10:47:35+08:00 ] /test/index.php/Getpwd/index/ | INFO: Tag[ view_end ] --START--
[ 2014-11-22T10:47:35+08:00 ] /test/index.php/Getpwd/index/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.001381s ]
[ 2014-11-22T10:47:35+08:00 ] /test/index.php/Getpwd/index/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.001519s ]
[ 2014-11-22T10:50:32+08:00 ] /test/index.php/Getpwd/index/ | INFO: Tag[ route_check ] --START--
[ 2014-11-22T10:50:32+08:00 ] /test/index.php/Getpwd/index/ | INFO: Run CheckRoute Behavior [ RunTime:0.004369s ]
[ 2014-11-22T10:50:32+08:00 ] /test/index.php/Getpwd/index/ | INFO: Tag[ route_check ] --END-- [ RunTime:0.004617s ]
[ 2014-11-22T10:50:32+08:00 ] /test/index.php/Getpwd/index/ | INFO: Tag[ app_begin ] --START--
[ 2014-11-22T10:50:32+08:00 ] /test/index.php/Getpwd/index/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.003924s ]
[ 2014-11-22T10:50:32+08:00 ] /test/index.php/Getpwd/index/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.004073s ]
[ 2014-11-22T10:50:32+08:00 ] /test/index.php/Getpwd/index/ | INFO: Tag[ view_template ] --START--
[ 2014-11-22T10:50:32+08:00 ] /test/index.php/Getpwd/index/ | INFO: Run LocationTemplate Behavior [ RunTime:0.007433s ]
[ 2014-11-22T10:50:32+08:00 ] /test/index.php/Getpwd/index/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.007606s ]
[ 2014-11-22T10:50:32+08:00 ] /test/index.php/Getpwd/index/ | INFO: Tag[ view_parse ] --START--
[ 2014-11-22T10:50:32+08:00 ] /test/index.php/Getpwd/index/ | INFO: Run ParseTemplate Behavior [ RunTime:0.034629s ]
[ 2014-11-22T10:50:32+08:00 ] /test/index.php/Getpwd/index/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.034805s ]
[ 2014-11-22T10:50:32+08:00 ] /test/index.php/Getpwd/index/ | INFO: Tag[ view_filter ] --START--
[ 2014-11-22T10:50:32+08:00 ] /test/index.php/Getpwd/index/ | INFO: Run ContentReplace Behavior [ RunTime:0.002933s ]
[ 2014-11-22T10:50:32+08:00 ] /test/index.php/Getpwd/index/ | INFO: Run TokenBuild Behavior [ RunTime:0.003003s ]
[ 2014-11-22T10:50:32+08:00 ] /test/index.php/Getpwd/index/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.002861s ]
[ 2014-11-22T10:50:32+08:00 ] /test/index.php/Getpwd/index/ | INFO: Run ShowRuntime Behavior [ RunTime:0.003194s ]
[ 2014-11-22T10:50:32+08:00 ] /test/index.php/Getpwd/index/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.012409s ]
[ 2014-11-22T10:50:32+08:00 ] /test/index.php/Getpwd/index/ | INFO: Tag[ view_end ] --START--
[ 2014-11-22T10:50:32+08:00 ] /test/index.php/Getpwd/index/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.003713s ]
[ 2014-11-22T10:50:32+08:00 ] /test/index.php/Getpwd/index/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.003853s ]
[ 2014-11-22T10:50:44+08:00 ] /test/index.php/Getpwd/index/ | INFO: Tag[ route_check ] --START--
[ 2014-11-22T10:50:44+08:00 ] /test/index.php/Getpwd/index/ | INFO: Run CheckRoute Behavior [ RunTime:0.002843s ]
[ 2014-11-22T10:50:44+08:00 ] /test/index.php/Getpwd/index/ | INFO: Tag[ route_check ] --END-- [ RunTime:0.003088s ]
[ 2014-11-22T10:50:44+08:00 ] /test/index.php/Getpwd/index/ | INFO: Tag[ app_begin ] --START--
[ 2014-11-22T10:50:44+08:00 ] /test/index.php/Getpwd/index/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001596s ]
[ 2014-11-22T10:50:44+08:00 ] /test/index.php/Getpwd/index/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001738s ]
[ 2014-11-22T10:50:44+08:00 ] /test/index.php/Getpwd/index/ | INFO: Tag[ view_template ] --START--
[ 2014-11-22T10:50:44+08:00 ] /test/index.php/Getpwd/index/ | INFO: Run LocationTemplate Behavior [ RunTime:0.004882s ]
[ 2014-11-22T10:50:44+08:00 ] /test/index.php/Getpwd/index/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.005078s ]
[ 2014-11-22T10:50:44+08:00 ] /test/index.php/Getpwd/index/ | INFO: Tag[ view_parse ] --START--
[ 2014-11-22T10:50:44+08:00 ] /test/index.php/Getpwd/index/ | INFO: Run ParseTemplate Behavior [ RunTime:0.024681s ]
[ 2014-11-22T10:50:44+08:00 ] /test/index.php/Getpwd/index/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.024871s ]
[ 2014-11-22T10:50:44+08:00 ] /test/index.php/Getpwd/index/ | INFO: Tag[ view_filter ] --START--
[ 2014-11-22T10:50:44+08:00 ] /test/index.php/Getpwd/index/ | INFO: Run ContentReplace Behavior [ RunTime:0.001092s ]
[ 2014-11-22T10:50:44+08:00 ] /test/index.php/Getpwd/index/ | INFO: Run TokenBuild Behavior [ RunTime:0.001315s ]
[ 2014-11-22T10:50:44+08:00 ] /test/index.php/Getpwd/index/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000813s ]
[ 2014-11-22T10:50:44+08:00 ] /test/index.php/Getpwd/index/ | INFO: Run ShowRuntime Behavior [ RunTime:0.001353s ]
[ 2014-11-22T10:50:44+08:00 ] /test/index.php/Getpwd/index/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.004979s ]
[ 2014-11-22T10:50:44+08:00 ] /test/index.php/Getpwd/index/ | INFO: Tag[ view_end ] --START--
[ 2014-11-22T10:50:44+08:00 ] /test/index.php/Getpwd/index/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.001380s ]
[ 2014-11-22T10:50:44+08:00 ] /test/index.php/Getpwd/index/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.001517s ]
[ 2014-11-22T10:59:34+08:00 ] /test/index.php/Getpwd/index/ | INFO: Tag[ route_check ] --START--
[ 2014-11-22T10:59:34+08:00 ] /test/index.php/Getpwd/index/ | INFO: Run CheckRoute Behavior [ RunTime:0.008292s ]
[ 2014-11-22T10:59:34+08:00 ] /test/index.php/Getpwd/index/ | INFO: Tag[ route_check ] --END-- [ RunTime:0.009120s ]
[ 2014-11-22T10:59:34+08:00 ] /test/index.php/Getpwd/index/ | INFO: Tag[ app_begin ] --START--
[ 2014-11-22T10:59:34+08:00 ] /test/index.php/Getpwd/index/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.004126s ]
[ 2014-11-22T10:59:34+08:00 ] /test/index.php/Getpwd/index/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.004298s ]
[ 2014-11-22T10:59:34+08:00 ] /test/index.php/Getpwd/index/ | INFO: Tag[ view_template ] --START--
[ 2014-11-22T10:59:34+08:00 ] /test/index.php/Getpwd/index/ | INFO: Run LocationTemplate Behavior [ RunTime:0.007044s ]
[ 2014-11-22T10:59:34+08:00 ] /test/index.php/Getpwd/index/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.007236s ]
[ 2014-11-22T10:59:34+08:00 ] /test/index.php/Getpwd/index/ | INFO: Tag[ view_parse ] --START--
[ 2014-11-22T10:59:34+08:00 ] /test/index.php/Getpwd/index/ | INFO: Run ParseTemplate Behavior [ RunTime:0.032686s ]
[ 2014-11-22T10:59:34+08:00 ] /test/index.php/Getpwd/index/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.032887s ]
[ 2014-11-22T10:59:34+08:00 ] /test/index.php/Getpwd/index/ | INFO: Tag[ view_filter ] --START--
[ 2014-11-22T10:59:34+08:00 ] /test/index.php/Getpwd/index/ | INFO: Run ContentReplace Behavior [ RunTime:0.002924s ]
[ 2014-11-22T10:59:34+08:00 ] /test/index.php/Getpwd/index/ | INFO: Run TokenBuild Behavior [ RunTime:0.002649s ]
[ 2014-11-22T10:59:34+08:00 ] /test/index.php/Getpwd/index/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.002422s ]
[ 2014-11-22T10:59:34+08:00 ] /test/index.php/Getpwd/index/ | INFO: Run ShowRuntime Behavior [ RunTime:0.002796s ]
[ 2014-11-22T10:59:34+08:00 ] /test/index.php/Getpwd/index/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.011145s ]
[ 2014-11-22T10:59:34+08:00 ] /test/index.php/Getpwd/index/ | INFO: Tag[ view_end ] --START--
[ 2014-11-22T10:59:34+08:00 ] /test/index.php/Getpwd/index/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.002810s ]
[ 2014-11-22T10:59:34+08:00 ] /test/index.php/Getpwd/index/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.002936s ]
[ 2014-11-22T10:59:49+08:00 ] /test/index.php/Getpwd/bymail | INFO: Tag[ route_check ] --START--
[ 2014-11-22T10:59:49+08:00 ] /test/index.php/Getpwd/bymail | INFO: Run CheckRoute Behavior [ RunTime:0.002504s ]
[ 2014-11-22T10:59:49+08:00 ] /test/index.php/Getpwd/bymail | INFO: Tag[ route_check ] --END-- [ RunTime:0.002738s ]
[ 2014-11-22T10:59:49+08:00 ] /test/index.php/Getpwd/bymail | INFO: Tag[ app_begin ] --START--
[ 2014-11-22T10:59:49+08:00 ] /test/index.php/Getpwd/bymail | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001631s ]
[ 2014-11-22T10:59:49+08:00 ] /test/index.php/Getpwd/bymail | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001774s ]
[ 2014-11-22T10:59:49+08:00 ] /test/index.php/Getpwd/bymail | SQL: SHOW COLUMNS FROM `tb_user` [ RunTime:0.010429s ]
[ 2014-11-22T10:59:49+08:00 ] /test/index.php/Getpwd/bymail | SQL: SELECT * FROM `tb_user` WHERE useremail ='1040591521@qq.com' LIMIT 1   [ RunTime:0.003905s ]
[ 2014-11-22T10:59:49+08:00 ] /test/index.php/Getpwd/bymail | INFO: Tag[ view_template ] --START--
[ 2014-11-22T10:59:49+08:00 ] /test/index.php/Getpwd/bymail | INFO: Run LocationTemplate Behavior [ RunTime:0.003851s ]
[ 2014-11-22T10:59:49+08:00 ] /test/index.php/Getpwd/bymail | INFO: Tag[ view_template ] --END-- [ RunTime:0.004053s ]
[ 2014-11-22T10:59:49+08:00 ] /test/index.php/Getpwd/bymail | INFO: Tag[ view_parse ] --START--
[ 2014-11-22T10:59:49+08:00 ] /test/index.php/Getpwd/bymail | INFO: Run ParseTemplate Behavior [ RunTime:0.022910s ]
[ 2014-11-22T10:59:49+08:00 ] /test/index.php/Getpwd/bymail | INFO: Tag[ view_parse ] --END-- [ RunTime:0.023075s ]
[ 2014-11-22T10:59:49+08:00 ] /test/index.php/Getpwd/bymail | INFO: Tag[ view_filter ] --START--
[ 2014-11-22T10:59:49+08:00 ] /test/index.php/Getpwd/bymail | INFO: Run ContentReplace Behavior [ RunTime:0.000913s ]
[ 2014-11-22T10:59:49+08:00 ] /test/index.php/Getpwd/bymail | INFO: Run TokenBuild Behavior [ RunTime:0.001117s ]
[ 2014-11-22T10:59:49+08:00 ] /test/index.php/Getpwd/bymail | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000667s ]
[ 2014-11-22T10:59:49+08:00 ] /test/index.php/Getpwd/bymail | INFO: Run ShowRuntime Behavior [ RunTime:0.001520s ]
[ 2014-11-22T10:59:49+08:00 ] /test/index.php/Getpwd/bymail | INFO: Tag[ view_filter ] --END-- [ RunTime:0.004564s ]
[ 2014-11-22T11:00:02+08:00 ] /test/index.php/Getpwd/bymail | SQL: SHOW COLUMNS FROM `tb_verification` [ RunTime:0.009172s ]
[ 2014-11-22T11:00:02+08:00 ] /test/index.php/Getpwd/bymail | SQL: INSERT INTO `tb_verification` (`verification`,`add_time`) VALUES ('6386545ce7955f1818d87ac1e971b3f8',1416625202) [ RunTime:0.062337s ]
[ 2014-11-22T11:00:54+08:00 ] /test/index.php/Getpwd/chkverify?verify=6386545ce7955f1818d87ac1e971b3f8 | INFO: Tag[ route_check ] --START--
[ 2014-11-22T11:00:54+08:00 ] /test/index.php/Getpwd/chkverify?verify=6386545ce7955f1818d87ac1e971b3f8 | INFO: Run CheckRoute Behavior [ RunTime:0.004113s ]
[ 2014-11-22T11:00:54+08:00 ] /test/index.php/Getpwd/chkverify?verify=6386545ce7955f1818d87ac1e971b3f8 | INFO: Tag[ route_check ] --END-- [ RunTime:0.004320s ]
[ 2014-11-22T11:00:54+08:00 ] /test/index.php/Getpwd/chkverify?verify=6386545ce7955f1818d87ac1e971b3f8 | INFO: Tag[ app_begin ] --START--
[ 2014-11-22T11:00:54+08:00 ] /test/index.php/Getpwd/chkverify?verify=6386545ce7955f1818d87ac1e971b3f8 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.003021s ]
[ 2014-11-22T11:00:54+08:00 ] /test/index.php/Getpwd/chkverify?verify=6386545ce7955f1818d87ac1e971b3f8 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.003143s ]
[ 2014-11-22T11:01:06+08:00 ] /test/index.php/Getpwd/chkverify?verify=6386545ce7955f1818d87ac1e971b3f8 | SQL: SHOW COLUMNS FROM `tb_verification` [ RunTime:0.010658s ]
[ 2014-11-22T11:01:06+08:00 ] /test/index.php/Getpwd/chkverify?verify=6386545ce7955f1818d87ac1e971b3f8 | SQL: SELECT * FROM `tb_verification` WHERE verification ='6386545ce7955f1818d87ac1e971b3f8' LIMIT 1   [ RunTime:0.031896s ]
[ 2014-11-22T11:01:21+08:00 ] /test/index.php/Getpwd/index/ | INFO: Tag[ route_check ] --START--
[ 2014-11-22T11:01:21+08:00 ] /test/index.php/Getpwd/index/ | INFO: Run CheckRoute Behavior [ RunTime:0.002539s ]
[ 2014-11-22T11:01:21+08:00 ] /test/index.php/Getpwd/index/ | INFO: Tag[ route_check ] --END-- [ RunTime:0.002806s ]
[ 2014-11-22T11:01:21+08:00 ] /test/index.php/Getpwd/index/ | INFO: Tag[ app_begin ] --START--
[ 2014-11-22T11:01:21+08:00 ] /test/index.php/Getpwd/index/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001774s ]
[ 2014-11-22T11:01:21+08:00 ] /test/index.php/Getpwd/index/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001917s ]
[ 2014-11-22T11:01:21+08:00 ] /test/index.php/Getpwd/index/ | INFO: Tag[ view_template ] --START--
[ 2014-11-22T11:01:21+08:00 ] /test/index.php/Getpwd/index/ | INFO: Run LocationTemplate Behavior [ RunTime:0.003949s ]
[ 2014-11-22T11:01:21+08:00 ] /test/index.php/Getpwd/index/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.004121s ]
[ 2014-11-22T11:01:21+08:00 ] /test/index.php/Getpwd/index/ | INFO: Tag[ view_parse ] --START--
[ 2014-11-22T11:01:21+08:00 ] /test/index.php/Getpwd/index/ | INFO: Run ParseTemplate Behavior [ RunTime:0.024977s ]
[ 2014-11-22T11:01:21+08:00 ] /test/index.php/Getpwd/index/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.025159s ]
[ 2014-11-22T11:01:21+08:00 ] /test/index.php/Getpwd/index/ | INFO: Tag[ view_filter ] --START--
[ 2014-11-22T11:01:21+08:00 ] /test/index.php/Getpwd/index/ | INFO: Run ContentReplace Behavior [ RunTime:0.001054s ]
[ 2014-11-22T11:01:21+08:00 ] /test/index.php/Getpwd/index/ | INFO: Run TokenBuild Behavior [ RunTime:0.001177s ]
[ 2014-11-22T11:01:21+08:00 ] /test/index.php/Getpwd/index/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000761s ]
[ 2014-11-22T11:01:21+08:00 ] /test/index.php/Getpwd/index/ | INFO: Run ShowRuntime Behavior [ RunTime:0.001326s ]
[ 2014-11-22T11:01:21+08:00 ] /test/index.php/Getpwd/index/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.004703s ]
[ 2014-11-22T11:01:21+08:00 ] /test/index.php/Getpwd/index/ | INFO: Tag[ view_end ] --START--
[ 2014-11-22T11:01:21+08:00 ] /test/index.php/Getpwd/index/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.001376s ]
[ 2014-11-22T11:01:21+08:00 ] /test/index.php/Getpwd/index/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.001517s ]
[ 2014-11-22T11:01:38+08:00 ] /test/index.php/Getpwd/bymail | INFO: Tag[ route_check ] --START--
[ 2014-11-22T11:01:38+08:00 ] /test/index.php/Getpwd/bymail | INFO: Run CheckRoute Behavior [ RunTime:0.006835s ]
[ 2014-11-22T11:01:38+08:00 ] /test/index.php/Getpwd/bymail | INFO: Tag[ route_check ] --END-- [ RunTime:0.007092s ]
[ 2014-11-22T11:01:38+08:00 ] /test/index.php/Getpwd/bymail | INFO: Tag[ app_begin ] --START--
